com.google.javascript.jscomp.CommandLineRunner:createOptions()Lcom/google/javascript/jscomp/CompilerOptions; CleanFix
com.google.javascript.jscomp.DefaultPassConfig:combineChecks(Lcom/google/javascript/jscomp/AbstractCompiler;Ljava/util/List;)Lcom/google/javascript/jscomp/HotSwapCompilerPass; NoneFix
com.google.javascript.jscomp.Compiler:rebuildInputsFromModules()V NoneFix
com.google.javascript.jscomp.Compiler:repartitionInputs()V NoneFix
com.google.javascript.jscomp.CombinedCompilerPass$CallbackWrapper:<init>(Lcom/google/javascript/jscomp/NodeTraversal$Callback;)V NoneFix
com.google.javascript.jscomp.CombinedCompilerPass$CallbackWrapper:enterScopeIfActive(Lcom/google/javascript/jscomp/NodeTraversal;)V NoneFix
com.google.javascript.jscomp.CombinedCompilerPass$CallbackWrapper:exitScopeIfActive(Lcom/google/javascript/jscomp/NodeTraversal;)V NoneFix
com.google.javascript.jscomp.CompilerOptions:setAssumeClosuresOnlyCaptureReferences(Z)V NoneFix
com.google.javascript.jscomp.CompilerOptions:setRenamingPolicy(Lcom/google/javascript/jscomp/VariableRenamingPolicy;Lcom/google/javascript/jscomp/PropertyRenamingPolicy;)V NoneFix
com.google.javascript.jscomp.Compiler:hoistExterns(Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.JSModule:removeAll()V NoneFix
com.google.javascript.jscomp.DependencyOptions:shouldSortDependencies()Z NoneFix
com.google.javascript.jscomp.DependencyOptions:shouldPruneDependencies()Z NoneFix
com.google.javascript.jscomp.JSModuleGraph:getModulesByName()Ljava/util/Map; NoneFix
com.google.javascript.jscomp.CompilerInput:checkErrorManager()V NoneFix
com.google.javascript.jscomp.CompilerInput:getCode()Ljava/lang/String; NoneFix
com.google.javascript.jscomp.CompilerInput:getProvides()Ljava/util/Collection; NoneFix
com.google.javascript.jscomp.CompilerInput:getRequires()Ljava/util/Collection; NoneFix
com.google.javascript.jscomp.CompilerInput:regenerateDependencyInfoIfNecessary()V NoneFix
com.google.javascript.jscomp.CompilerInput:toString()Ljava/lang/String; NoneFix
com.google.javascript.jscomp.DefaultPassConfig$18$1:process(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.ReplaceCssNames:getCssRenamingMap()Lcom/google/javascript/jscomp/CssRenamingMap; NoneFix
com.google.javascript.jscomp.deps.SortedDependencies:topologicalStableSort(Ljava/util/List;Lcom/google/common/collect/Multimap;)Ljava/util/List; NoneFix
com.google.javascript.jscomp.Compiler:getCssRenamingMap()Lcom/google/javascript/jscomp/CssRenamingMap; NoneFix
com.google.javascript.jscomp.deps.SimpleDependencyInfo:getProvides()Ljava/util/Collection; NoneFix
com.google.javascript.jscomp.deps.SimpleDependencyInfo:getRequires()Ljava/util/Collection; NoneFix
com.google.javascript.jscomp.parsing.JsDocInfoParser:extractMultilineTextualBlock(Lcom/google/javascript/jscomp/parsing/JsDocToken;Lcom/google/javascript/jscomp/parsing/JsDocInfoParser$WhitespaceOption;)Lcom/google/javascript/jscomp/parsing/JsDocInfoParser$ExtractionInfo; NoneFix
com.google.javascript.jscomp.DefaultPassConfig$10$1:process(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.DefaultPassConfig$10:create(Lcom/google/javascript/jscomp/AbstractCompiler;)Lcom/google/javascript/jscomp/HotSwapCompilerPass; NoneFix
com.google.javascript.jscomp.CompilerOptions:getAliasTransformationHandler()Lcom/google/javascript/jscomp/CompilerOptions$AliasTransformationHandler; NoneFix
com.google.javascript.jscomp.DefaultPassConfig$15:create(Lcom/google/javascript/jscomp/AbstractCompiler;)Lcom/google/javascript/jscomp/HotSwapCompilerPass; NoneFix
com.google.javascript.jscomp.DefaultPassConfig:maybeInitializePreprocessorSymbolTable(Lcom/google/javascript/jscomp/AbstractCompiler;)V NoneFix
com.google.javascript.jscomp.deps.JsFileParser:<init>(Lcom/google/javascript/jscomp/ErrorManager;)V NoneFix
com.google.javascript.jscomp.deps.JsFileParser:parseFile(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)Lcom/google/javascript/jscomp/deps/DependencyInfo; NoneFix
com.google.javascript.jscomp.deps.JsFileParser:parseReader(Ljava/lang/String;Ljava/lang/String;Ljava/io/Reader;)Lcom/google/javascript/jscomp/deps/DependencyInfo; NoneFix
com.google.javascript.jscomp.deps.SimpleDependencyInfo:toString()Ljava/lang/String; NoneFix
com.google.javascript.jscomp.ProcessClosurePrimitives:getExportedVariableNames()Ljava/util/Set; NoneFix
com.google.javascript.jscomp.deps.SimpleDependencyInfo:<init>(Ljava/lang/String;Ljava/lang/String;Ljava/util/List;Ljava/util/List;)V NoneFix
com.google.javascript.jscomp.ReplaceCssNames$Traversal:<init>(Lcom/google/javascript/jscomp/ReplaceCssNames;Lcom/google/javascript/jscomp/ReplaceCssNames$1;)V NoneFix
com.google.javascript.jscomp.ReplaceCssNames$Traversal:visit(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.ReplaceCssNames:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;Ljava/util/Map;Ljava/util/Set;)V NoneFix
com.google.javascript.jscomp.ReplaceCssNames:process(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.ClosureRewriteClass:process(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.ClosureRewriteClass:visit(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.deps.JsFileLineParser:<init>(Lcom/google/javascript/jscomp/ErrorManager;)V NoneFix
com.google.javascript.jscomp.graph.GraphReachability:traverseEdge(Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/Object;)Z NoneFix
com.google.javascript.jscomp.graph.GraphReachability:compute(Ljava/lang/Object;)V NoneFix
com.google.javascript.jscomp.JSModule:getName()Ljava/lang/String; NoneFix
com.google.javascript.jscomp.JSModuleGraph:getAllModules()Ljava/lang/Iterable; NoneFix
com.google.javascript.jscomp.Compiler:compile(Ljava/util/List;Ljava/util/List;Lcom/google/javascript/jscomp/CompilerOptions;)Lcom/google/javascript/jscomp/Result; NoneFix
com.google.javascript.jscomp.graph.FixedPointGraphTraversal:computeFixedPoint(Lcom/google/javascript/jscomp/graph/DiGraph;Ljava/lang/Object;)V NoneFix
com.google.javascript.jscomp.ScopedAliases$Traversal:access$100(Lcom/google/javascript/jscomp/ScopedAliases$Traversal;)Ljava/util/List; NoneFix
com.google.javascript.jscomp.ScopedAliases$Traversal:getAliasDefinitionsInOrder()Ljava/util/Collection; NoneFix
com.google.javascript.jscomp.ScopedAliases$Traversal:getAliasUsages()Ljava/util/List; NoneFix
com.google.javascript.jscomp.ScopedAliases$Traversal:getScopeCalls()Ljava/util/List; NoneFix
com.google.javascript.jscomp.ScopedAliases:hotSwapScript(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.ProcessClosurePrimitives:handleCandidateProvideDefinition(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.ScopedAliases$Traversal:<init>(Lcom/google/javascript/jscomp/ScopedAliases;)V NoneFix
com.google.javascript.jscomp.ScopedAliases$Traversal:enterScope(Lcom/google/javascript/jscomp/NodeTraversal;)V NoneFix
com.google.javascript.jscomp.ScopedAliases$Traversal:exitScope(Lcom/google/javascript/jscomp/NodeTraversal;)V NoneFix
com.google.javascript.jscomp.ScopedAliases$Traversal:hasErrors()Z NoneFix
com.google.javascript.jscomp.ScopedAliases$Traversal:isCallToScopeMethod(Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.jscomp.ScopedAliases$Traversal:shouldTraverse(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.jscomp.ScopedAliases$Traversal:visit(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.ScopedAliases:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;Lcom/google/javascript/jscomp/PreprocessorSymbolTable;Lcom/google/javascript/jscomp/CompilerOptions$AliasTransformationHandler;)V NoneFix
com.google.javascript.jscomp.ScopedAliases:process(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.graph.Graph:clearNodeAnnotations()V NoneFix
com.google.javascript.jscomp.CombinedCompilerPass$CallbackWrapper:<init>(Lcom/google/javascript/jscomp/NodeTraversal$Callback;Lcom/google/javascript/jscomp/CombinedCompilerPass$1;)V NoneFix
com.google.javascript.jscomp.CombinedCompilerPass$CallbackWrapper:isActive()Z NoneFix
com.google.javascript.jscomp.CombinedCompilerPass$CallbackWrapper:shouldTraverseIfActive(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.CombinedCompilerPass$CallbackWrapper:visitOrMaybeActivate(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.CombinedCompilerPass:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;Ljava/util/List;)V NoneFix
com.google.javascript.jscomp.CombinedCompilerPass:enterScope(Lcom/google/javascript/jscomp/NodeTraversal;)V NoneFix
com.google.javascript.jscomp.CombinedCompilerPass:exitScope(Lcom/google/javascript/jscomp/NodeTraversal;)V NoneFix
com.google.javascript.jscomp.CombinedCompilerPass:process(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.CombinedCompilerPass:shouldTraverse(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.jscomp.CombinedCompilerPass:visit(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.NodeTraversal:getControlFlowGraph()Lcom/google/javascript/jscomp/ControlFlowGraph; NoneFix
com.google.javascript.jscomp.CompilerInput:getSourceFile()Lcom/google/javascript/jscomp/SourceFile; NoneFix
com.google.javascript.jscomp.NodeTraversal:makeError(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/jscomp/DiagnosticType;[Ljava/lang/String;)Lcom/google/javascript/jscomp/JSError; NoneFix
com.google.javascript.jscomp.NodeUtil:isReferenceName(Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.jscomp.ComposeWarningsGuard:disables(Lcom/google/javascript/jscomp/DiagnosticGroup;)Z NoneFix
com.google.javascript.jscomp.VarCheck$NameRefInExternsCheck:visit(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.JSModuleGraph:<init>(Ljava/util/List;)V NoneFix
com.google.javascript.jscomp.JSModule:getDependencies()Ljava/util/List; NoneFix
com.google.javascript.jscomp.BasicErrorManager:getTypedPercent()D NoneFix
com.google.javascript.jscomp.VarCheck:visit(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.NodeUtil:isExpressionResultUsed(Lcom/google/javascript/rhino/Node;)Z NoneFix
com.google.javascript.jscomp.Compiler:getProgress()D NoneFix
com.google.javascript.jscomp.Compiler:runCustomPasses(Lcom/google/javascript/jscomp/CustomPassExecutionTime;)V NoneFix
com.google.javascript.jscomp.CompilerOptions$TweakProcessing:isOn()Z NoneFix
com.google.javascript.jscomp.CompilerOptions:getCheckDeterminism()Z NoneFix
com.google.javascript.jscomp.CompilerOptions:getTweakProcessing()Lcom/google/javascript/jscomp/CompilerOptions$TweakProcessing; NoneFix
com.google.javascript.jscomp.DefaultPassConfig$105:<init>(Ljava/lang/String;Z)V NoneFix
com.google.javascript.jscomp.DefaultPassConfig$105:create(Lcom/google/javascript/jscomp/AbstractCompiler;)Lcom/google/javascript/jscomp/CompilerPass; NoneFix
com.google.javascript.jscomp.DefaultPassConfig$107:process(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.DefaultPassConfig$1:create(Lcom/google/javascript/jscomp/AbstractCompiler;)Lcom/google/javascript/jscomp/HotSwapCompilerPass; NoneFix
com.google.javascript.jscomp.DefaultPassConfig:assertAllOneTimePasses(Ljava/util/List;)V NoneFix
com.google.javascript.jscomp.DefaultPassConfig:createEmptyPass(Ljava/lang/String;)Lcom/google/javascript/jscomp/PassFactory; NoneFix
com.google.javascript.jscomp.DefaultPassConfig:runInSerial([Lcom/google/javascript/jscomp/CompilerPass;)Lcom/google/javascript/jscomp/CompilerPass; NoneFix
com.google.javascript.jscomp.PhaseOptimizer$NamedPass:process(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.PhaseOptimizer$ProgressRange:<init>(DD)V NoneFix
com.google.javascript.jscomp.CheckSideEffects:visit(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.Compiler:setScope(Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.Compiler:getResult()Lcom/google/javascript/jscomp/Result; NoneFix
com.google.javascript.jscomp.DefaultPassConfig:getIntermediateState()Lcom/google/javascript/jscomp/PassConfig$State; NoneFix
com.google.javascript.jscomp.PassConfig$State:<init>(Ljava/util/Map;Ljava/util/Set;Lcom/google/javascript/jscomp/CrossModuleMethodMotion$IdGenerator;Lcom/google/javascript/jscomp/VariableMap;Lcom/google/javascript/jscomp/VariableMap;Lcom/google/javascript/jscomp/VariableMap;Lcom/google/javascript/jscomp/VariableMap;Lcom/google/javascript/jscomp/FunctionNames;Ljava/lang/String;)V NoneFix
com.google.javascript.jscomp.Result:<init>([Lcom/google/javascript/jscomp/JSError;[Lcom/google/javascript/jscomp/JSError;Ljava/lang/String;Lcom/google/javascript/jscomp/VariableMap;Lcom/google/javascript/jscomp/VariableMap;Lcom/google/javascript/jscomp/VariableMap;Lcom/google/javascript/jscomp/VariableMap;Lcom/google/javascript/jscomp/FunctionInformationMap;Lcom/google/javascript/jscomp/SourceMap;Ljava/lang/String;Ljava/util/Map;Ljava/lang/String;)V NoneFix
com.google.javascript.jscomp.Compiler$2:call()Lcom/google/javascript/jscomp/Result; NoneFix
com.google.javascript.jscomp.Compiler:compile()Lcom/google/javascript/jscomp/Result; NoneFix
com.google.javascript.jscomp.Compiler:parse()V NoneFix
com.google.javascript.jscomp.ProcessClosurePrimitives:visit(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.Tracer$ThreadTrace:<init>()V NoneFix
com.google.javascript.jscomp.Tracer:getThreadTrace()Lcom/google/javascript/jscomp/Tracer$ThreadTrace; NoneFix
com.google.javascript.jscomp.Compiler:runInCompilerThread(Ljava/util/concurrent/Callable;)Ljava/lang/Object; NoneFix
com.google.javascript.jscomp.Compiler$3:<init>(Lcom/google/javascript/jscomp/Compiler;ZLjava/util/concurrent/Callable;[Ljava/lang/Throwable;)V NoneFix
com.google.javascript.jscomp.Compiler$3:call()Ljava/lang/Object; NoneFix
com.google.javascript.jscomp.Compiler:createPassConfigInternal()Lcom/google/javascript/jscomp/PassConfig; NoneFix
com.google.javascript.jscomp.Compiler:getPassConfig()Lcom/google/javascript/jscomp/PassConfig; NoneFix
com.google.javascript.jscomp.Tracer:clearCurrentThreadTrace()V NoneFix
com.google.javascript.jscomp.Tracer:clearThreadTrace()V NoneFix
com.google.javascript.jscomp.PhaseOptimizer:setScope(Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.PassFactory:isOneTimePass()Z NoneFix
com.google.javascript.jscomp.PhaseOptimizer:hasHaltingErrors()Z NoneFix
com.google.javascript.jscomp.PhaseOptimizer:maybePrintAstHashcodes(Ljava/lang/String;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.PhaseOptimizer:maybeSanityCheck(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.PassFactory:getName()Ljava/lang/String; NoneFix
com.google.javascript.jscomp.PhaseOptimizer$NamedPass:<init>(Lcom/google/javascript/jscomp/PhaseOptimizer;Lcom/google/javascript/jscomp/PassFactory;)V NoneFix
com.google.javascript.jscomp.PhaseOptimizer:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;Lcom/google/javascript/jscomp/PerformanceTracker;Lcom/google/javascript/jscomp/PhaseOptimizer$ProgressRange;)V NoneFix
com.google.javascript.jscomp.ProcessClosurePrimitives:process(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V NoneFix
com.google.javascript.jscomp.ProcessClosurePrimitives$ProvidedName:<init>(Lcom/google/javascript/jscomp/ProcessClosurePrimitives;Ljava/lang/String;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/jscomp/JSModule;Z)V NoneFix
com.google.javascript.jscomp.ProcessClosurePrimitives$ProvidedName:addProvide(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/jscomp/JSModule;Z)V NoneFix
com.google.javascript.jscomp.ProcessClosurePrimitives$ProvidedName:replace()V NoneFix
com.google.javascript.jscomp.ProcessClosurePrimitives$ProvidedName:updateMinimumModule(Lcom/google/javascript/jscomp/JSModule;)V NoneFix
com.google.javascript.jscomp.ProcessClosurePrimitives:<init>(Lcom/google/javascript/jscomp/AbstractCompiler;Lcom/google/javascript/jscomp/PreprocessorSymbolTable;Lcom/google/javascript/jscomp/CheckLevel;Z)V NoneFix
com.google.javascript.jscomp.Compiler:setProgress(DLjava/lang/String;)V NoneFix
com.google.javascript.jscomp.DefaultPassConfig$100:<init>(Lcom/google/javascript/jscomp/DefaultPassConfig;Ljava/lang/String;Z)V NoneFix
com.google.javascript.jscomp.DefaultPassConfig$101:<init>(Lcom/google/javascript/jscomp/DefaultPassConfig;Ljava/lang/String;Z)V NoneFix
com.google.javascript.jscomp.DefaultPassConfig$102:<init>(Lcom/google/javascript/jscomp/DefaultPassConfig;Ljava/lang/String;Z)V NoneFix
com.google.javascript.jscomp.DefaultPassConfig$103:<init>(Lcom/google/javascript/jscomp/DefaultPassConfig;Ljava/lang/String;Z)V NoneFix
com.google.javascript.jscomp.DefaultPassConfig$104:<init>(Lcom/google/javascript/jscomp/DefaultPassConfig;Ljava/lang/String;Z)V NoneFix
com.google.javascript.jscomp.DefaultPassConfig$108:<init>(Lcom/google/javascript/jscomp/DefaultPassConfig;Ljava/lang/String;Z)V NoneFix
com.google.javascript.jscomp.DefaultPassConfig$109:<init>(Lcom/google/javascript/jscomp/DefaultPassConfig;Ljava/lang/String;Z)V NoneFix
com.google.javascript.jscomp.DefaultPassConfig$11:<init>(Lcom/google/javascript/jscomp/DefaultPassConfig;Ljava/lang/String;Z)V NoneFix
